sporder,RT,PUMA,SERIALNO,ADJUST,PWGTP,AGEP,CIT,COW,DDRS,DEYE,DOUT,DPHY,DREM,DWRK,ENG,FER,GCL,GCM,GCR,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MIG,MIL,MILY,MLPA,MLPB,MLPC,MLPD,MLPE,MLPF,MLPG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,REL,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,YOEP,UWRK,ANC,ANC1P,ANC2P,DS,ESP,ESR,HISP,INDP,JWDP,LANP,MIGSP,MSP,NAICSP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWSP,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SFN,SFR,SOCP,VPS,FAGEP,FANCP,FCITP,FCOWP,FDDRSP,FDEYEP,FDOUTP,FDPHYP,FDREMP,FDWRKP,FENGP,FESRP,FFERP,FGCLP,FGCMP,FGCRP,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FMILYP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FYOEP
1,P,02000,148554,1013394,0042,54,1,1,2,2,2,2,2,2,,,2,,,000020,025,02,01,2,1,1,3,2,0,1,1,1,1,0,0,0,0,0,0,3,5,3,3,3,000000,00000,00,030900,1,,12,000000,1,00000,00000,047000,40,1,52,,1,1,939,999,2,,1,01,5670,061,,,1,4542,0,7510,,0047000,0077920,053,501,002,1,01,47,0,0,0,0,1,0,1,0,,,499091,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,148554,1013394,0034,64,1,7,2,1,1,1,2,1,,,2,,,000540,025,02,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,10,001400,2,22200,00000,015600,40,1,52,,1,1,939,999,1,,1,01,5670,061,,,1,4542,0,7510,4,0017000,0039740,047,501,002,1,01,47,0,0,0,0,1,0,1,0,,,499091,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,148947,1013394,0023,24,1,4,2,2,2,2,1,2,1,2,2,,,003000,,,,1,5,3,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,3,6,9,000000,2,00000,00000,024700,38,1,52,,2,2,902,917,1,,6,01,6180,,778,002,6,485M,0,3950,1,0024700,0027700,002,221,,9,65,71,1,1,1,0,3,0,0,0,,,339XXX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,P,02000,148947,1013394,0038,05,1,,2,2,,2,2,,1,,,,,,,,,1,5,3,,,,,,,,,,,,,,,,,,,,,02,,1,,1,,1,,,,,,,,,1,920,999,2,8,,01,,,778,002,,,1,,,,,002,221,,9,65,71,1,1,0,0,3,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,148947,1013394,0025,21,5,5,2,2,2,2,2,2,2,,2,,,000000,020,06,01,1,5,1,5,,,,,,,,,,,,,3,5,2,3,3,000000,00000,09,000000,1,,4,000000,1,00000,00000,017000,35,1,52,2001,1,1,820,999,2,,1,01,9590,151,988,,6,928P,0,4220,,0017000,0017000,512,180,002,7,63,02,0,0,0,1,1,0,0,0,,,37201X,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,149043,1013394,0044,39,1,7,2,2,2,2,2,2,,,2,,,001500,008,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,11,000000,1,00000,00000,035000,60,1,52,,1,2,082,050,2,,1,01,0770,031,,,1,23,0,6200,,0035000,0036500,016,501,002,1,01,47,0,0,0,0,1,0,1,0,,,471011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,149043,1013394,0038,39,1,7,2,2,2,2,2,2,,2,2,,,001500,010,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,13,000000,2,00000,00000,035000,60,1,52,,1,2,026,050,2,,1,01,0770,043,,,1,23,0,5700,4,0035000,0036500,017,501,002,1,01,47,0,0,0,0,1,0,1,0,,,436010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,P,02000,149159,1013394,0130,42,1,1,2,1,2,1,2,2,,,2,,,000000,,,,2,3,1,3,1,0,0,1,0,0,0,0,0,0,0,0,2,1,2,1,3,002400,00000,00,000000,1,,9,000000,1,00000,00000,001200,40,1,03,,2,2,050,920,1,,3,01,5380,,,,4,45211,0,5620,,0001200,0003600,002,276,,1,01,47,0,0,0,0,1,0,1,0,,,435081,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,149159,1013394,0116,86,1,,1,1,1,1,1,1,,,2,,,001500,,,,2,3,1,5,,,,,,,,,,,,,2,5,2,2,3,003000,00000,04,007200,1,,9,000000,2,00000,18100,000000,,3,,,2,2,050,022,1,,6,01,,,,,4,,0,,4,0000000,0029800,030,276,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,149268,1013394,0160,47,1,6,2,2,2,2,2,2,,,2,,,001500,,,,2,5,1,5,,,,,,,,,,,,,3,1,1,3,1,001500,01800,00,000000,1,,13,000004,1,00000,00000,000000,40,1,06,,2,1,599,999,2,,3,01,6170,,,,6,484,0,9130,,0000004,0004804,051,026,,2,02,37,0,0,1,0,1,0,0,0,,,533030,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,149268,1013394,0107,13,1,,1,2,,2,1,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,4,4,,1,,,,,,,,,1,599,999,1,5,,01,,,,,,,1,,,,,002,026,,2,02,37,0,0,1,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,149268,1013394,0109,07,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,3,2,,2,,,,,,,,,1,599,999,2,5,,01,,,,,,,1,,,,,002,026,,2,02,37,0,0,1,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,P,02000,149268,1013394,0125,00,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,02,,,,,,1,,,,,,,,,1,599,999,,5,,01,,,,,,,1,,,,,002,026,,2,02,37,0,0,1,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,P,02000,149268,1013394,0093,35,1,1,2,2,2,2,2,2,,2,2,,,000000,015,01,01,2,5,3,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,12,000000,1,,9,000000,2,00000,00000,012000,20,1,52,,1,2,050,082,2,,1,01,8680,079,,002,6,722Z,0,4110,4,0012000,0012000,030,127,002,1,01,47,0,0,0,0,1,0,1,0,,,353031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,149269,1013394,0030,47,1,4,2,2,2,2,2,2,,2,2,,,018000,020,02,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,3,7,14,000000,2,00000,00000,060000,38,1,52,,1,2,050,051,2,,1,01,9370,043,,,1,9211MP,0,0430,4,0060000,0078000,006,501,002,1,01,47,0,0,0,0,1,0,1,0,,,119199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,149269,1013394,0032,48,1,4,2,2,2,2,2,2,,,2,,,000000,015,02,01,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,01,000000,2,7,14,000000,1,00000,00000,044000,38,1,52,,1,2,091,032,2,,1,01,9370,043,,,1,9211MP,0,1110,,0044000,0044000,013,501,002,1,01,47,0,0,0,0,1,0,1,0,,,151081,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,149279,1013394,0057,76,1,,2,2,2,2,2,2,,,2,,,004400,,,,2,2,1,3,2,0,0,0,0,0,0,1,1,1,1,0,2,5,2,2,3,004500,00000,00,058000,1,,9,000000,1,00000,20100,000000,,3,,,2,1,032,999,2,,6,01,,,,,3,,0,,,0000000,0087000,017,501,,1,01,47,0,0,0,0,1,0,1,0,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,149438,1013394,0041,70,1,6,2,2,2,2,2,2,,,2,,,000000,005,01,01,2,3,1,3,2,0,0,0,0,0,0,0,1,0,0,0,3,5,3,3,3,000000,00000,00,000000,1,,8,002000,1,00000,19000,000000,20,1,12,,1,2,935,050,2,,1,01,9290,031,,,4,814,0,4220,,0002000,0021000,044,239,002,1,01,47,0,0,0,0,1,0,1,0,,,37201X,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,P,02000,149701,1013394,0230,57,5,2,2,2,2,2,2,2,3,,2,,,000000,005,,10,1,3,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,9,000000,2,00000,00000,030000,50,1,50,1993,1,1,234,999,2,,1,16,5190,067,625,,4,4483,0,4720,4,0030000,0030000,364,316,002,1,01,47,0,0,0,0,1,0,1,0,,,412010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,149984,1013394,0032,37,1,1,2,2,2,2,2,2,,2,2,,,001800,020,02,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,13,000000,2,00000,00000,066000,40,1,52,,1,1,051,999,2,,1,01,8390,055,,,1,6243,0,3130,2,0066000,0067800,009,501,002,1,01,47,0,0,0,0,1,0,1,0,,,291111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,149984,1013394,0037,37,1,1,2,2,2,2,2,2,,,2,,,002000,020,01,01,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,01,000000,1,,16,000000,1,00000,00000,080000,50,1,52,,1,1,020,999,2,,1,01,0370,049,,,1,211,0,6940,,0080000,0082000,017,501,002,1,01,47,0,0,0,0,1,0,1,0,,,4750XX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,149984,1013394,0040,07,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,3,2,,2,,,,,,,,,2,051,020,2,1,,01,,,,,,,1,,,,,009,501,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,150343,1013394,0050,39,1,4,2,2,2,2,2,2,,,2,,,000000,010,01,01,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,1,,9,000000,1,00000,00000,055000,38,1,52,,1,1,026,999,2,,1,01,9570,046,,,1,92M2,0,1110,,0055000,0055000,006,322,002,2,02,37,0,0,1,0,1,0,0,0,,,151081,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,150343,1013394,0029,35,1,1,2,2,2,2,2,2,,1,2,,,000000,010,02,01,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,01,000000,1,,11,000000,2,00000,00000,005000,08,1,52,,1,2,931,050,2,,1,01,5270,040,,,1,4M,0,5120,1,0005000,0005000,027,322,002,1,01,47,0,0,0,0,1,0,1,0,,,433031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,150343,1013394,0036,03,1,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,02,,1,,1,,2,,,,,,,,,2,935,082,,1,,01,,,,,,,1,,,,,002,322,,9,65,68,0,0,1,0,2,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,P,02000,150343,1013394,0039,00,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,02,,,,,,1,,,,,,,,,2,935,082,,1,,01,,,,,,,1,,,,,002,322,,9,65,68,0,0,1,0,2,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,150358,1013394,0093,51,1,1,2,2,2,2,2,2,,,2,,,000000,005,01,01,2,3,1,5,,,,,,,,,,,,,3,5,3,3,3,001500,00000,00,000000,1,,10,000000,2,00000,00000,080000,50,1,52,,1,3,996,999,2,,1,01,4170,043,,,4,4234,0,0430,4,0080000,0081500,002,501,002,1,01,47,0,0,0,0,1,0,1,0,,,119199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,150358,1013394,0106,49,1,1,2,2,2,2,2,2,,,2,,,000000,010,01,01,2,3,1,5,,,,,,,,,,,,,3,5,3,3,3,001500,00000,10,000000,1,,11,000000,1,00000,00000,042000,40,1,52,,1,4,999,999,2,,1,01,6290,043,,,4,488,0,7140,,0042000,0043500,055,457,002,1,01,47,0,0,0,0,1,0,1,0,,,493011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,150665,1013394,0159,68,1,6,2,2,2,2,2,2,,,1,,2,001500,005,01,01,2,1,1,3,2,0,0,0,0,0,0,0,1,0,0,0,3,5,3,3,3,000000,00000,00,024000,1,,11,-09999,1,00000,02100,000000,54,1,12,,1,2,089,022,2,,1,01,6280,043,,,1,487,0,9310,,-009999,0017601,026,215,002,1,01,47,0,0,0,0,1,0,1,0,,,535020,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,150665,1013394,0172,62,1,1,2,2,2,1,2,2,,,1,,2,001500,005,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,001200,00000,01,000000,1,,11,000000,2,00000,00720,012000,20,1,18,,1,2,032,022,1,,1,01,6070,067,,,1,481,0,5240,4,0012000,0015420,017,215,002,1,01,47,0,0,0,0,1,0,1,0,,,434051,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,150665,1013394,0149,41,1,3,2,2,2,2,2,2,,2,2,,,000000,,,,2,1,3,5,,,,,,,,,,,,,1,5,2,3,3,000000,00000,02,000000,1,,10,000000,2,00000,00000,008000,25,1,37,,2,2,032,050,2,,2,01,7860,,,035,1,6111,0,2540,4,0008000,0008000,004,215,,1,01,47,0,0,0,0,1,0,1,0,1,2,259041,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,P,02000,150665,1013394,0128,15,1,,2,2,,2,2,,,2,2,,,000000,,,,2,5,3,,,,,,,,,,,,,,2,5,2,2,3,000080,00000,05,000000,2,5,6,000000,2,00000,00000,000000,,,,,2,1,032,999,2,1,,01,,,,035,6,,0,,,,0000080,049,215,,1,01,47,0,0,0,0,1,0,1,1,1,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,P,02000,150665,1013394,0158,14,1,,2,2,,2,1,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,,,,,,,05,,2,4,4,,1,,,,,,,,,1,032,999,1,1,,01,,,,035,,,0,,,,,049,215,,1,01,47,0,0,0,0,1,0,1,1,1,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,P,02000,150665,1013394,0229,12,1,,2,2,,2,2,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,,,,,,,05,,2,4,4,,2,,,,,,,,,1,032,999,2,1,,01,,,,035,,,0,,,,,049,215,,1,01,47,0,0,0,0,1,0,1,1,1,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,P,02000,150665,1013394,0158,11,1,,2,2,,2,2,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,,,,,,,05,,2,4,3,,1,,,,,,,,,1,032,999,2,1,,01,,,,035,,,0,,,,,049,215,,1,01,47,0,0,0,0,1,0,1,1,1,4,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,P,02000,150665,1013394,0168,41,1,1,2,2,2,1,2,2,,,2,,,000000,003,02,01,2,1,3,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,06,000000,1,,11,000000,1,00000,00000,027500,40,1,45,,1,2,032,088,1,,1,01,6170,055,,035,1,484,0,9130,,0027500,0027500,049,215,002,1,01,47,0,0,0,0,1,0,1,0,1,2,533030,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,150686,1013394,0043,24,1,5,2,2,2,2,2,2,,,2,,,000000,006,01,01,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,3,5,3,3,3,000000,00000,00,000000,1,,13,000000,1,00000,00000,050000,55,1,52,,1,2,050,032,2,,4,01,9670,025,,,1,928110P1,0,9810,,0050000,0050000,039,501,002,1,01,47,0,0,0,0,1,0,1,0,,,552000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,150686,1013394,0057,25,1,3,2,2,2,2,2,2,,2,2,,,000000,004,01,01,2,1,1,5,,,,,,,,,,,,,3,5,2,3,3,000000,00000,01,000000,1,,13,000000,2,00000,00000,025000,20,1,35,,1,1,088,999,2,,1,01,7860,064,,,1,6111,0,2310,4,0025000,0025000,012,501,002,1,01,47,0,0,0,0,1,0,1,0,,,252020,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,150908,1013394,0034,62,1,,2,2,2,2,2,2,,,2,,,110000,,,,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,1,,12,000000,2,00000,00000,000000,,3,,,2,1,032,999,2,,6,01,,,,,1,,0,,4,0000000,0110000,048,501,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,150908,1013394,0035,61,1,,2,2,2,2,2,2,,,2,,,110000,,,,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,01,000000,1,,10,000000,1,00000,00000,000000,,3,,,2,2,088,022,2,,6,01,,,,,1,,0,,,0000000,0110000,039,501,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,150985,1013394,0034,49,1,1,2,2,2,2,2,2,,,2,,,005000,010,01,01,2,1,1,3,2,0,1,1,1,0,0,0,0,0,0,0,2,1,2,2,3,000000,00000,00,024000,1,,14,000000,1,00000,00000,063000,40,1,52,,1,1,032,999,2,,1,01,6870,055,,,1,52M1,0,0910,,0063000,0092000,030,501,002,1,01,47,0,0,0,0,1,0,1,0,,,132070,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,150985,1013394,0036,48,1,6,2,2,2,2,2,2,,2,2,,,000000,,,11,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,14,018000,2,00000,00000,000000,30,1,42,,1,1,195,999,2,,1,01,7890,,,,1,611M3,0,2340,4,0018000,0018000,030,501,002,1,01,47,0,0,0,0,1,0,1,0,,,253000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,151273,1013394,0040,36,1,5,2,2,2,2,2,2,,,2,,,005000,035,,09,2,1,3,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,9,000000,1,00000,00000,020000,35,1,52,,1,2,022,087,2,,1,01,9490,031,,002,1,92M1,0,9620,,0020000,0025000,026,339,002,1,01,47,0,0,0,0,1,0,1,0,,,537062,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,151273,1013394,0044,31,1,1,2,2,2,2,2,2,,2,2,,,001500,030,,02,2,1,3,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,9,000000,2,00000,05000,010000,20,1,36,,1,2,050,022,2,,1,01,8070,067,,002,1,62132,0,5860,4,0010000,0016500,051,339,002,1,01,47,0,0,0,0,1,0,1,0,,,439061,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,151374,1013394,0088,45,1,6,2,2,2,2,2,2,,2,2,,,001500,,,,2,1,1,5,,,,,,,,,,,,,1,5,2,3,3,000000,00000,00,000000,1,,11,027300,2,00000,00000,000000,60,1,49,,2,2,050,051,2,,2,01,0280,,,,1,114,0,6100,4,0027300,0028800,036,501,,1,01,47,0,0,0,0,1,0,1,0,,,453000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,P,02000,151374,1013394,0095,47,1,4,2,2,2,2,2,2,,,2,,,001100,015,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,13,000000,1,00000,00000,100000,40,1,52,,,4,999,999,2,,1,01,9370,031,,,1,9211MP,0,0020,,0100000,0101100,036,501,002,1,01,47,0,0,0,0,1,0,1,0,,,111021,,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0
