sporder,RT,PUMA,SERIALNO,ADJUST,PWGTP,AGEP,CIT,COW,DDRS,DEYE,DOUT,DPHY,DREM,DWRK,ENG,FER,GCL,GCM,GCR,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MIG,MIL,MILY,MLPA,MLPB,MLPC,MLPD,MLPE,MLPF,MLPG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,REL,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,YOEP,UWRK,ANC,ANC1P,ANC2P,DS,ESP,ESR,HISP,INDP,JWDP,LANP,MIGSP,MSP,NAICSP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWSP,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SFN,SFR,SOCP,VPS,FAGEP,FANCP,FCITP,FCOWP,FDDRSP,FDEYEP,FDOUTP,FDPHYP,FDREMP,FDWRKP,FENGP,FESRP,FFERP,FGCLP,FGCMP,FGCRP,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FMILYP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FYOEP
1,P,02000,213023,1013394,0075,45,1,1,2,2,2,2,2,2,,,2,,,002200,035,,12,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,13,000000,1,00000,00000,078000,44,1,52,,1,1,032,999,2,,1,01,2070,037,,,1,32411,0,8630,,0078000,0080200,041,449,002,1,01,47,0,0,0,0,1,0,1,0,,,518090,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,213023,1013394,0077,41,1,,2,2,2,2,2,2,,2,2,,,001500,,,,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,01,000000,1,,10,000000,2,00000,00000,000000,,3,,,2,1,939,999,2,,6,01,,,,,1,,0,,2,0000000,0001500,019,449,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,213023,1013394,0084,17,1,,2,2,2,2,2,2,,,2,,,001500,,,,2,5,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,02,000000,2,6,9,000000,1,00000,00000,000000,,3,,,2,1,939,999,2,2,6,01,,,,,6,,1,,,0000000,0001500,016,449,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,P,02000,213023,1013394,0077,09,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,3,2,,2,,,,,,,,,1,939,999,2,2,,01,,,,,,,1,,,,,039,449,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,213026,1013394,0030,49,1,1,2,2,2,2,2,2,1,,2,,,000000,040,02,01,1,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,14,000000,1,00000,00000,097000,52,1,52,,1,1,024,999,2,,1,01,0470,034,625,,1,2123,0,1450,,0097000,0097000,026,446,002,1,01,47,0,0,0,0,1,0,1,0,,,172131,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,213026,1013394,0030,39,5,1,2,2,2,2,2,2,1,2,2,,,000000,,,,1,1,1,5,,,,,,,,,,,,,3,5,2,2,2,000000,00000,01,000000,1,,13,000000,2,00000,00000,000000,,2,,2002,2,1,233,999,2,,6,15,2690,,625,,1,3314,0,1450,3,0000000,0000000,363,446,,1,01,47,0,0,0,0,1,0,1,0,,,172131,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,213026,1013394,0028,15,5,,2,2,,2,2,,1,2,2,,,000000,,,,1,5,1,,,,,,,,,,,,,,3,3,2,2,2,000000,00000,02,000000,2,5,5,000000,2,00000,00000,000000,,,,2002,2,1,233,999,2,2,,15,,,625,,6,,1,,,,0000000,363,446,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,P,02000,213026,1013394,0028,13,5,,2,2,,2,2,,1,,,,,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,4,4,,1,,,,,,,2002,,1,233,999,2,2,,15,,,625,,,,1,,,,,363,446,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,P,02000,213026,1013394,0041,02,3,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,02,,,,,,1,,,,,,,2002,,2,233,024,,2,,01,,,,,,,1,,,,,363,446,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,213109,1013394,0034,37,1,5,2,2,2,1,2,2,,,2,,,000060,030,02,01,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,3,5,3,3,3,003800,00000,00,000000,1,,13,000000,1,00000,00000,024700,40,1,52,,1,4,999,999,1,,4,01,9670,022,,,1,928110P1,0,9830,,0024700,0028560,036,461,002,1,01,47,0,0,0,0,1,0,1,0,,,559830,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,213109,1013394,0032,41,3,5,2,2,2,2,2,2,,2,2,,,000010,030,02,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,9,000000,2,00000,00000,027500,40,1,52,1962,1,4,999,999,2,,1,01,5390,022,,,1,4529,0,5350,4,0027500,0027510,110,461,002,1,01,47,0,0,0,0,1,0,1,0,,,434XXX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,213261,1013394,0044,51,1,1,2,2,2,2,2,2,,,2,,,002000,005,01,01,2,3,1,3,2,0,1,1,1,1,0,0,0,0,0,0,3,5,3,3,3,000000,00000,00,026000,1,,14,000000,1,00000,00000,040000,50,1,52,,1,1,022,999,2,,1,01,7290,049,,,4,5413,0,1360,,0040000,0068000,037,501,002,1,01,47,0,0,0,0,1,0,1,0,,,172051,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1,P,02000,213538,1013394,0162,50,1,1,2,2,2,2,2,2,,2,2,,,001500,035,01,01,2,3,3,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,10,000000,2,00000,00000,036000,40,1,52,,1,1,939,999,2,,1,01,6870,063,,002,4,52M1,0,4710,2,0036000,0037500,019,253,002,1,01,47,0,0,0,0,1,0,1,0,,,411012,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,213538,1013394,0129,14,1,,2,2,,2,2,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,,,,,,,02,,2,4,4,,1,,,,,,,,,1,939,999,2,7,,01,,,,002,,,1,,,,,004,253,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,213538,1013394,0129,08,1,,2,2,,2,2,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,,,,,,,02,,2,3,2,,1,,,,,,,,,1,939,999,2,7,,01,,,,002,,,1,,,,,004,253,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,213547,1013394,0097,38,1,6,2,2,2,2,2,2,,2,2,,,001500,003,01,01,2,3,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,11,027000,2,00000,00000,000000,70,1,52,,1,2,032,082,2,,1,01,6190,016,,,4,4853,0,9140,4,0027000,0028500,017,422,002,1,01,47,0,0,0,0,1,0,1,0,,,533041,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,213547,1013394,0145,18,1,1,2,2,2,2,2,2,,,2,,,001500,,,,2,5,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,02,000000,2,5,6,000000,1,00000,00000,000480,40,1,04,,2,2,032,082,2,,6,01,8680,,,,6,722Z,0,4030,,0000480,0001980,038,422,,1,01,47,0,0,0,0,1,0,1,0,,,352021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,213547,1013394,0115,32,1,6,2,2,2,2,2,2,,,2,,,000000,,,,2,3,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,03,000000,1,,9,029700,1,00000,00000,000000,60,1,26,,2,4,999,999,2,,6,01,0770,,,,4,23,0,6230,,0029700,0029700,027,422,,1,01,47,0,0,0,0,1,0,1,0,,,472031,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
4,P,02000,213547,1013394,0090,45,1,1,2,2,2,2,2,2,,,2,,,001500,,,,2,5,1,5,,,,,,,,,,,,,2,2,2,1,3,001600,00000,10,000000,1,,7,000000,1,00000,00000,012000,40,1,26,,2,2,919,050,2,,3,01,6190,,,,6,4853,0,5520,,0012000,0015100,002,159,,1,01,47,0,0,0,0,1,0,1,0,,,435030,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,P,02000,213547,1013394,0115,60,1,1,2,2,2,2,2,2,,,2,,,000000,030,,09,2,3,3,5,,,,,,,,,,,,,3,5,3,3,3,000600,00000,12,000000,1,,11,000000,1,00000,00000,007000,40,1,20,,1,2,022,087,2,,1,01,7790,040,,002,4,562,0,9620,,0007000,0007600,041,080,002,1,01,47,0,0,0,0,1,0,1,0,,,537062,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,213560,1013394,0089,36,1,5,2,1,2,2,2,2,,,2,,,000000,090,08,01,2,1,1,2,2,1,1,1,0,0,0,0,0,0,0,0,3,5,3,3,3,000000,00000,00,000000,2,6,12,000000,1,00000,00000,050000,60,1,52,,1,1,022,999,1,,1,01,9590,031,,,1,928P,0,0560,,0050000,0050000,004,405,002,1,01,47,0,0,0,0,1,0,1,0,,,131041,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,213560,1013394,0077,36,1,,2,1,2,1,2,2,,2,2,,,035000,,,,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,01,000000,1,,9,000000,2,00000,00000,000000,,3,,,2,1,022,999,1,,6,01,,,,,1,,0,,2,0000000,0035000,004,405,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,213560,1013394,0086,18,1,1,2,2,2,2,2,2,,2,2,,,000000,015,01,01,2,5,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,02,000000,2,5,9,000000,2,00000,00000,004600,20,1,23,,1,1,022,999,2,,1,01,5380,073,,,6,45211,0,4760,4,0004600,0004600,004,405,002,1,01,47,0,0,0,0,1,0,1,0,,,412031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,P,02000,213560,1013394,0083,12,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,4,3,,1,,,,,,,,,1,022,999,2,2,,01,,,,,,,1,,,,,056,405,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,P,02000,213560,1013394,0083,06,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,2,1,,1,,,,,,,,,1,022,999,2,2,,01,,,,,,,1,,,,,030,405,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,213628,1013394,0032,35,1,1,2,2,2,2,2,2,,2,2,,,001800,,,,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,1,,11,000000,2,00000,00000,014000,40,1,18,,2,1,026,999,2,,6,01,7280,,,,1,5412,0,5240,2,0014000,0015800,030,464,,1,01,47,0,0,0,0,1,0,1,0,,,434051,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,P,02000,213628,1013394,0037,36,1,1,2,2,2,2,2,2,,,2,,,000000,178,,12,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,9,000000,1,00000,00000,070000,80,1,26,,1,2,032,050,2,,1,01,0370,016,,,1,211,0,6840,,0070000,0070000,006,464,002,1,01,47,0,0,0,0,1,0,1,0,,,475040,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,213628,1013394,0041,15,1,,2,2,,2,2,,,2,2,,,000000,,,,2,5,1,,,,,,,,,,,,,,2,5,2,2,3,000000,00000,02,000000,2,5,4,000000,2,00000,00000,000000,,,,,2,2,026,032,2,2,,01,,,,,6,,1,,,,0000000,053,464,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,P,02000,213628,1013394,0039,13,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,4,3,,2,,,,,,,,,2,026,032,2,2,,01,,,,,,,1,,,,,053,464,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,213642,1013394,0039,47,1,3,2,2,2,2,2,2,,,2,,,012000,020,01,01,2,3,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,9,000000,1,00000,00000,040000,40,1,52,,1,1,195,999,2,,1,01,9370,037,,,4,9211MP,0,7340,,0040000,0052000,017,501,002,1,01,47,0,0,0,0,1,0,1,0,,,499042,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,213807,1013394,0036,46,1,5,2,2,2,2,2,2,,,2,,,000100,045,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,13,000000,1,00000,00000,060000,40,1,48,,1,3,996,999,2,,1,01,9490,046,,,1,92M1,0,1610,,0060000,0060100,029,501,002,1,01,47,0,0,0,0,1,0,1,0,,,191020,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,213807,1013394,0038,45,1,4,2,2,2,2,2,2,,2,2,,,000000,020,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,14,000000,2,00000,00000,055000,40,1,48,,1,3,996,999,2,,1,01,7860,049,,,1,6111,0,2310,1,0055000,0055000,036,501,002,1,01,47,0,0,0,0,1,0,1,0,,,252020,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,213807,1013394,0040,03,3,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,02,,1,,1,,2,,,,,,,2001,,3,996,999,,1,,01,,,,,,,1,,,,,207,501,,6,40,20,0,1,0,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,213887,1013394,0035,59,1,1,2,1,2,2,2,2,,,2,,,000000,005,01,01,2,1,3,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,9,000000,1,00000,00000,017500,40,1,52,,1,2,050,032,1,,1,01,5380,039,,002,1,45211,0,4700,,0017500,0017500,026,250,002,1,01,47,0,0,0,0,1,0,1,0,,,411011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,213887,1013394,0033,59,1,1,2,1,2,2,2,2,,,2,,,000000,007,,10,2,1,3,5,,,,,,,,,,,,,3,5,3,3,3,003000,00000,01,000000,1,,10,000000,2,00000,00000,010000,24,1,46,,1,1,087,999,1,,1,01,4470,051,,042,1,4244,0,4960,4,0010000,0013000,042,250,002,1,01,47,0,0,0,0,1,0,1,0,,,419099,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,214234,1013394,0035,68,1,7,2,2,2,2,2,2,,,2,,,000000,,,,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,1,,13,000000,2,00000,04000,000000,,2,,,2,2,032,022,2,,6,01,5290,,,,1,451M,0,4760,4,0000000,0004000,054,427,,1,01,47,0,0,0,0,1,0,1,0,,,412031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,214234,1013394,0036,65,1,7,2,2,2,2,2,2,,,2,,,000000,,,,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,01,039800,1,,13,000000,1,00000,03200,000000,,2,,,2,1,032,999,2,,6,01,5290,,,,1,451M,0,7430,,0000000,0043000,039,427,,1,01,47,0,0,0,0,1,0,1,0,,,499060,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,214281,1013394,0060,49,1,3,2,2,2,2,2,2,,2,2,,,000000,005,01,01,2,3,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,12,000000,2,00000,00000,057000,38,1,26,,1,1,920,999,2,,1,01,7860,053,,,4,6111,0,0730,4,0057000,0057000,002,428,002,5,34,32,1,0,0,0,1,0,0,0,,,1311XX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,214281,1013394,0050,25,1,3,2,2,2,2,2,2,,,2,,,000000,,,,2,5,3,5,,,,,,,,,,,,,2,3,2,2,2,000000,00000,02,000000,2,6,13,000000,1,00000,00000,000000,,2,,,2,1,920,999,2,,6,01,9370,,,008,6,9211MP,0,4220,,0000000,0000000,002,428,,5,34,32,1,0,0,0,1,0,0,0,,,37201X,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,214281,1013394,0042,20,1,4,2,2,2,2,2,2,,2,2,,,000000,015,01,01,2,5,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,02,000000,2,6,11,000000,2,00000,00000,004000,38,1,12,,1,1,920,999,2,,1,01,6890,052,,,6,522M,0,3910,4,0004000,0004000,002,428,002,5,34,32,1,0,0,0,1,0,0,0,,,339021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,214806,1013394,0042,39,4,1,2,2,2,2,2,2,2,,2,,,000000,,,,1,1,1,5,,,,,,,,,,,,,2,1,2,1,2,000000,00000,00,000000,1,,9,000000,1,00000,00000,014400,40,1,04,1991,2,4,999,999,2,,3,02,8680,,625,,1,722Z,0,4000,,0014400,0014400,303,134,,9,65,21,0,1,0,0,2,1,0,0,,,351011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,P,02000,214806,1013394,0041,58,4,4,2,2,1,2,2,1,2,,2,,,000000,045,01,01,1,1,1,5,,,,,,,,,,,,,1,1,2,3,1,000000,00000,01,000000,1,,9,000000,2,00000,00000,010600,38,1,04,1972,2,4,999,999,1,,1,03,8680,025,625,,1,722Z,0,4020,4,0010600,0010600,316,134,002,9,65,48,0,0,0,0,2,1,1,0,,,352010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,P,02000,214806,1013394,0053,72,3,,2,2,2,2,2,2,4,,2,,,000000,,,,1,1,1,5,,,,,,,,,,,,,2,5,2,2,2,000000,00000,04,000000,1,,1,000000,1,00000,00000,000000,,3,,1993,,4,999,999,2,,6,02,,,625,,2,,0,,,0000000,0000000,303,134,,9,65,21,0,1,0,0,2,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,P,02000,214806,1013394,0042,67,3,,2,2,2,2,2,2,4,,2,,,000000,,,,1,1,3,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,04,000000,1,,1,000000,2,00000,00000,000000,,3,,1993,,4,999,999,2,,6,02,,,625,002,2,,0,,4,0000000,0000000,303,134,,9,65,21,0,1,0,0,2,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,P,02000,214948,1013394,0036,75,1,,2,2,2,2,2,1,,,2,,,000000,,,,2,2,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,08900,00,000000,1,,4,000000,2,00000,04500,000000,,3,,,2,2,920,088,2,,6,01,,,,,3,,0,,4,0000000,0013400,002,152,,4,34,32,1,0,0,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,P,02000,215084,1013394,0063,64,1,1,2,1,2,1,2,1,,,2,,,001000,,,,2,2,1,3,2,0,0,0,0,1,0,1,0,0,0,0,2,5,2,2,3,021600,00000,00,000000,1,,11,000000,1,00000,18000,000000,,2,,,2,1,919,999,1,,6,01,2290,,,,3,325M,0,8030,,0000000,0040600,040,425,,9,65,66,1,0,0,0,2,0,1,0,,,514041,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
