sporder,RT,PUMA,SERIALNO,oldspord,ADJUST,PWGTP,AGEP,CIT,COW,DDRS,DEYE,DOUT,DPHY,DREM,DWRK,ENG,FER,GCL,GCM,GCR,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MIG,MIL,MILY,MLPA,MLPB,MLPC,MLPD,MLPE,MLPF,MLPG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,REL,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,YOEP,UWRK,ANC,ANC1P,ANC2P,DS,ESP,ESR,HISP,INDP,JWDP,LANP,MIGSP,MSP,NAICSP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWSP,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SFN,SFR,SOCP,VPS,FAGEP,FANCP,FCITP,FCOWP,FDDRSP,FDEYEP,FDOUTP,FDPHYP,FDREMP,FDWRKP,FENGP,FESRP,FFERP,FGCLP,FGCMP,FGCRP,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FMILYP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FYOEP
02,P,02000,425576,02,1015841,0036,28,1,1,2,2,2,2,2,2,,1,2,,,000000,,,,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,01,000000,1,,13,000000,2,00000,00000,000000,,2,,,2,2,051,050,2,,6,01,5380,,,,1,45211,0,4700,1,0000000,0000000,048,330,,1,01,47,0,0,0,0,1,0,1,0,,,411011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,425576,03,1015841,0048,00,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,02,,,,,,2,,,,,,,,,1,939,999,,2,,01,,,,,,,1,,,,,002,330,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,425668,01,1015841,0043,42,1,2,2,2,2,2,1,1,,,2,,,000000,,,,2,5,1,5,,,,,,,,,,,,,1,5,2,3,3,000000,00000,00,000000,1,,1,000000,1,00000,00000,014700,22,1,52,,1,1,032,999,1,,2,01,4770,,,,6,442,0,7620,,0014700,0014700,054,115,,1,01,47,0,0,0,0,1,0,1,0,,,49909X,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
02,P,02000,425668,02,1015841,0062,02,1,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,07,,,,,,2,,,,,,,,,4,999,999,,,,01,,,,,,,0,,,,,002,115,,2,02,37,0,0,1,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,425668,03,1015841,0036,43,1,1,2,2,2,2,1,1,,,2,,,000000,030,01,01,2,3,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,10,000000,1,,9,000000,1,00000,00000,004000,20,1,03,,,4,999,999,1,,1,01,6070,047,,,4,481,0,0430,,0004000,0004000,002,041,002,7,56,06,0,0,0,1,1,0,0,0,,,119199,,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0
04,P,02000,425668,04,1015841,0037,06,3,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,11,,2,2,1,,2,,,,,,,2000,,4,999,999,2,,,02,,,,,,,0,,,,,110,,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1
01,P,02000,425843,01,1015841,0045,46,1,7,2,2,2,2,2,2,,,2,,,000000,020,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,10,020000,1,00000,00000,028000,40,1,36,,1,2,022,088,2,,1,01,5190,052,,,1,4483,0,4700,,0048000,0048000,016,281,002,1,01,47,0,0,0,0,1,0,1,0,,,411011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,425843,02,1015841,0042,45,1,1,2,2,2,2,2,2,,2,2,,,000000,020,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,9,000000,2,00000,00000,006400,08,1,52,,1,2,032,022,2,,1,01,5190,079,,,1,4483,0,5120,2,0006400,0006400,055,281,002,1,01,47,0,0,0,0,1,0,1,0,,,433031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,425843,03,1015841,0066,15,1,,2,2,,2,1,,,,2,,,000000,,,,2,5,1,,,,,,,,,,,,,,2,5,2,2,3,000880,00000,02,000000,3,5,4,000000,1,00000,13900,000000,,,,,2,2,022,087,1,1,,01,,,,,6,,1,,,,0014780,002,281,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,P,02000,425843,04,1015841,0050,14,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,5,4,,1,,,,,,,,2,2,740,022,2,1,,01,,,,,,,1,,,,,002,281,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,P,02000,425843,05,1015841,0056,09,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,3,1,,2,,,,,,,,2,2,740,022,2,1,,01,,,,,,,1,,,,,002,281,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06,P,02000,425843,06,1015841,0049,09,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,3,2,,1,,,,,,,,,2,022,087,2,1,,01,,,,,,,1,,,,,002,281,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,425849,01,1015841,0200,69,1,,2,2,2,1,2,1,,,2,,,000000,,,,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,1,,9,000000,2,00000,05200,000000,,3,,,2,1,920,999,1,,6,01,,,,,1,,0,,4,0000000,0005200,002,172,,4,35,32,1,0,0,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,425849,02,1015841,0245,79,1,,1,1,1,1,1,1,,,2,,,000000,,,,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,01,016800,1,,9,000000,1,00000,01400,000000,,3,,,2,1,920,999,1,,6,01,,,,,1,,0,,,0000000,0018200,002,172,,4,35,32,1,0,0,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
03,P,02000,425849,03,1015841,0214,42,1,1,2,2,2,2,2,2,,,2,,,000000,,,,2,5,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,02,000000,1,,9,000000,1,00000,00000,002000,24,1,09,,2,1,920,999,2,,6,01,6290,,,,6,488,0,9620,,0002000,0002000,002,172,,4,35,32,1,0,0,0,1,0,0,0,,,537062,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01,P,02000,425923,01,1015841,0113,58,1,2,2,2,2,2,2,2,,,2,,,014000,,,,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,1,,11,000000,2,00000,00000,000000,,2,,,2,1,917,999,2,,6,01,8370,,,,2,6241,0,2010,4,0000000,0014000,040,146,,3,09,32,1,0,0,0,1,0,0,0,,,211020,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,425923,02,1015841,0113,42,1,2,2,2,1,2,1,1,2,2,2,,,001100,030,01,01,1,5,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,08,002500,1,,10,000000,2,06800,11200,001000,08,1,24,,1,1,920,999,1,,1,01,9170,100,990,,6,813M,0,4220,4,0001000,0022600,002,235,002,4,35,32,1,0,0,0,1,0,0,0,,,37201X,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
03,P,02000,425923,03,1015841,0219,18,1,,2,2,1,2,1,1,,2,2,,,001100,,,,2,5,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,12,000000,2,5,6,000000,2,00000,09800,000000,,3,,,2,1,939,999,1,,6,01,,,,,6,,0,,4,0000000,0010900,048,113,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
01,P,02000,425971,01,1015841,0243,50,1,5,2,2,2,1,2,1,,,2,,,000920,,,,2,1,1,2,2,1,0,0,1,1,0,0,0,0,0,0,2,5,2,2,3,000000,00000,00,012000,1,,9,000000,1,00000,00000,000000,,2,,,2,2,808,919,1,,6,01,9490,,,,1,92M1,0,4220,,0000000,0012920,006,349,,9,65,71,1,0,0,1,2,0,0,0,,,37201X,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,425971,02,1015841,0187,53,1,1,1,2,1,1,2,2,,,2,,,000920,,,,2,1,1,5,,,,,,,,,,,,,1,5,2,3,3,000000,00000,01,000000,1,,11,000000,2,00000,06000,024000,40,1,52,,2,2,922,050,1,,2,01,5090,,,,1,447,0,5350,4,0024000,0030920,041,349,,9,65,66,1,0,0,0,2,0,1,0,,,434XXX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,426105,01,1015841,0066,28,1,5,2,2,2,2,2,2,,2,2,,,000000,005,01,01,2,4,1,1,2,1,1,0,0,0,0,0,0,0,0,0,3,5,3,3,3,000000,00000,00,000000,1,,10,000000,2,00000,00000,025000,40,1,52,,1,1,902,999,2,,4,01,9790,031,,,5,928110P6,0,9830,3,0025000,0025000,036,114,002,2,02,37,0,0,1,0,1,0,0,0,,,559830,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,426105,03,1015841,0083,12,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,4,3,,2,,,,,,,,,1,902,999,2,7,,01,,,,,,,1,,,,,037,114,,2,02,37,0,0,1,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,426105,05,1015841,0084,08,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,3,2,,2,,,,,,,,,1,902,999,2,7,,01,,,,,,,1,,,,,037,114,,2,02,37,0,0,1,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,P,02000,426105,02,1015841,0083,06,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,2,2,,2,,,,,,,,,1,902,999,2,7,,01,,,,,,,1,,,,,045,114,,2,02,37,0,0,1,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,P,02000,426105,04,1015841,0113,02,1,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,02,,,,,,1,,,,,,,,,1,902,999,,7,,01,,,,,,,1,,,,,020,114,,2,02,37,0,0,1,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,426124,01,1015841,0078,29,1,1,2,2,2,2,2,2,,2,2,,,001100,015,01,01,2,5,3,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,11,000000,2,00000,00000,038000,42,1,36,,1,1,720,999,2,,1,01,5070,058,,002,6,44611,0,3410,4,0038000,0039100,053,402,002,4,34,32,1,0,0,0,1,0,0,0,,,292050,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,426124,02,1015841,0019,30,1,1,2,2,2,2,2,2,,,2,,,001100,015,01,01,2,5,3,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,10,000000,1,,11,000000,1,00000,00000,048000,45,1,36,,1,1,924,999,2,,1,01,1990,037,,002,6,323,0,7700,,0048000,0049100,048,501,002,1,01,47,0,0,0,0,1,0,1,0,,,511011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,426478,01,1015841,0149,34,1,3,2,2,2,2,2,2,,,2,,,000100,001,02,01,2,5,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,13,000000,1,00000,00000,072000,38,1,52,,1,2,091,050,2,,1,01,9470,067,,,6,92MP,0,3720,,0072000,0072100,036,501,002,1,01,47,0,0,0,0,1,0,1,0,,,331021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,426745,01,1015841,0037,30,1,4,2,2,2,2,2,2,,2,2,,,000000,015,01,01,2,1,3,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,11,000000,2,00000,00000,036000,40,1,52,,1,1,098,999,2,,1,01,7870,040,,002,1,611M1,0,5120,2,0036000,0036000,041,501,002,1,01,47,0,0,0,0,1,0,1,0,,,433031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,426745,02,1015841,0032,36,1,1,2,2,2,2,2,2,,,2,,,000000,020,01,01,2,1,3,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,10,000000,1,00000,00000,042000,45,1,52,,1,4,999,999,2,,1,01,4070,049,,002,1,4231,0,0160,,0042000,0042000,037,501,002,1,01,47,0,0,0,0,1,0,1,0,,,113071,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,426745,03,1015841,0036,08,1,,2,2,,2,2,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,,,,,,,02,,1,,2,,1,,,,,,,,,4,999,999,2,1,,01,,,,002,,,1,,,,,002,501,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,427122,01,1015841,0046,41,1,6,2,2,2,2,2,2,,,2,,,000000,,,,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,1,,11,000000,1,00000,00000,000000,,2,,,2,1,920,999,2,,6,01,7070,,,,1,531,0,4220,,0000000,0000000,002,089,,4,35,32,1,0,0,0,1,0,0,0,,,37201X,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,427122,02,1015841,0031,31,1,1,2,2,2,2,2,2,,1,2,,,000000,010,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,9,000000,2,00000,00000,022000,38,1,52,,1,1,997,999,2,,1,01,8190,161,,,1,622,0,3600,3,0022000,0022000,002,089,002,4,35,32,1,0,0,0,1,0,0,0,,,311010,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,427122,03,1015841,0037,07,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,3,2,,2,,,,,,,,,1,920,999,2,3,,01,,,,,,,1,,,,,002,089,,4,35,32,1,0,0,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,P,02000,427122,04,1015841,0062,06,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,2,2,,1,,,,,,,,,1,920,999,2,3,,01,,,,,,,1,,,,,002,089,,4,35,32,1,0,0,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,P,02000,427122,05,1015841,0038,02,1,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,02,,,,,,1,,,,,,,,,1,920,999,,3,,01,,,,,,,1,,,,,002,089,,4,35,32,1,0,0,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06,P,02000,427122,06,1015841,0038,00,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,02,,,,,,1,,,,,,,,,1,920,999,,3,,01,,,,,,,1,,,,,002,089,,4,35,32,1,0,0,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,427209,01,1015841,0123,44,1,3,2,2,2,2,2,2,,2,2,,,001100,035,03,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,2,7,13,000000,2,00000,00000,017100,18,1,36,,1,1,939,999,2,,1,01,7860,054,,,1,6111,0,3150,2,0017100,0018200,006,501,002,1,01,47,0,0,0,0,1,0,1,0,,,291122,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
02,P,02000,427209,02,1015841,0121,44,1,6,2,2,2,2,2,2,,,2,,,001100,080,,12,2,1,1,3,2,0,0,1,0,0,0,0,0,0,0,0,3,5,3,3,3,000000,00000,01,000000,1,,16,199000,1,00000,00000,000000,60,1,48,,1,1,939,999,2,,1,01,7980,094,,,1,6212,0,3010,,0199000,0200100,040,501,002,1,01,47,0,0,0,0,1,0,1,0,,,291020,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
03,P,02000,427209,03,1015841,0106,12,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,3,4,3,,1,,,,,,,,,1,939,999,2,1,,01,,,,,,,1,,,,,002,501,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,P,02000,427209,04,1015841,0106,07,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,3,3,2,,1,,,,,,,,,1,939,999,2,1,,01,,,,,,,1,,,,,002,501,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,427311,01,1015841,0020,31,4,1,2,2,2,2,2,2,1,2,2,,,000900,007,03,01,1,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,9,000000,2,00000,00000,012000,40,1,25,1980,1,1,615,999,2,,1,01,5190,061,663,,1,4483,0,4760,3,0012000,0012900,210,501,002,6,37,28,0,1,0,0,1,0,0,0,,,412031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,427311,02,1015841,0011,35,5,7,2,2,2,2,2,2,1,,2,,,000900,007,03,01,1,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,13,048000,1,00000,00000,012000,40,1,25,1993,1,1,615,999,2,,1,01,5190,061,663,,1,4483,0,8750,,0060000,0060900,210,501,002,6,37,28,0,1,0,0,1,0,0,0,,,519071,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,427311,03,1015841,0022,06,2,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,3,2,,1,,,,,,,1999,2,1,615,999,2,1,,01,,,,,,,1,,,,,078,501,,6,37,28,0,1,0,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
04,P,02000,427311,04,1015841,0022,03,1,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,02,,3,1,2,,1,,,,,,,,,1,615,999,,1,,01,,,,,,,1,,,,,002,501,,6,37,28,0,1,0,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,P,02000,427311,05,1015841,0019,66,5,1,2,2,2,2,2,2,1,,1,,2,000900,007,03,01,1,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,06,000000,1,,15,048000,1,00000,00000,012000,40,1,25,1999,1,1,615,999,2,,1,01,5190,061,663,,1,4483,0,4760,,0060000,0060900,210,501,002,6,37,28,0,1,0,0,1,0,0,0,1,1,412031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06,P,02000,427311,06,1015841,0019,61,5,1,2,2,2,2,2,2,1,,1,,2,000900,,,,1,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,06,000000,1,,6,000000,2,00000,00000,000000,,2,,1999,2,1,615,999,2,,6,01,5190,,663,,1,4483,0,4760,4,0000000,0000900,231,501,,6,37,28,0,1,0,0,1,0,0,0,1,1,412031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,427479,01,1015841,0070,46,1,1,2,2,2,2,2,2,,,2,,,001100,060,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,9,000000,1,00000,00000,065000,40,1,52,,1,1,050,999,2,,1,01,6690,154,,,1,517Z,0,7020,,0065000,0066100,012,468,002,1,01,47,0,0,0,0,1,0,1,0,,,492020,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
