sporder,RT,PUMA,SERIALNO,oldspord,ADJUST,PWGTP,AGEP,CIT,COW,DDRS,DEYE,DOUT,DPHY,DREM,DWRK,ENG,FER,GCL,GCM,GCR,INTP,JWMNP,JWRIP,JWTR,LANX,MAR,MIG,MIL,MILY,MLPA,MLPB,MLPC,MLPD,MLPE,MLPF,MLPG,MLPH,MLPI,MLPJ,MLPK,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,REL,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,YOEP,UWRK,ANC,ANC1P,ANC2P,DS,ESP,ESR,HISP,INDP,JWDP,LANP,MIGSP,MSP,NAICSP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWSP,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SFN,SFR,SOCP,VPS,FAGEP,FANCP,FCITP,FCOWP,FDDRSP,FDEYEP,FDOUTP,FDPHYP,FDREMP,FDWRKP,FENGP,FESRP,FFERP,FGCLP,FGCMP,FGCRP,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FMILYP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FYOEP
01,P,02000,211,01,1015841,0068,30,1,1,2,2,2,1,1,2,,,2,,,000900,015,01,01,2,5,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,9,000000,1,00000,00000,035800,40,1,50,,1,2,050,032,1,,1,01,0770,037,,,6,23,0,6350,,0035800,0036700,002,374,002,1,01,47,0,0,0,0,1,0,1,0,,,472111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,211,02,1015841,0068,32,1,1,2,2,2,1,1,1,,,2,,,001100,015,01,01,2,5,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,08,000000,1,,9,000000,1,00000,00000,060000,50,1,45,,1,4,999,999,1,,1,01,0770,037,,,6,23,0,6360,,0060000,0061100,002,501,002,1,01,47,0,0,0,0,1,0,1,0,,,472121,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0
01,P,02000,253,01,1015841,0074,45,1,3,2,2,1,1,2,1,,2,2,,,000000,,,,2,4,1,3,2,0,0,1,0,0,0,0,0,0,0,0,2,5,2,2,3,000000,04300,00,000000,1,,13,000000,2,06100,00000,000000,,2,,,2,1,032,999,1,,6,01,7860,,,,5,6111,0,2310,4,0000000,0010400,006,106,,9,65,66,1,0,0,0,2,0,1,0,,,252020,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,398,01,1015841,0025,61,1,1,2,2,2,2,2,2,,,2,,,000000,015,01,01,2,1,1,3,2,0,0,0,0,0,1,0,0,0,0,0,3,5,3,3,3,000000,00000,00,000000,1,,13,000000,1,00000,00000,063000,40,1,52,,1,2,026,032,2,,1,01,6680,016,,,1,5171,0,1540,,0063000,0063000,039,501,002,1,01,47,0,0,0,0,1,0,1,0,,,173010,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,398,02,1015841,0036,60,1,,2,2,2,2,2,2,,,2,,,000000,,,,2,1,1,5,,,,,,,,,,,,,2,5,2,2,2,000000,00000,01,000000,1,,12,000000,2,00000,00000,000000,,3,,,2,1,097,999,2,,6,01,,,,,1,,0,,4,0000000,0000000,056,501,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,398,03,1015841,0058,20,1,,2,2,1,2,1,1,,2,2,,,000000,,,,2,5,1,5,,,,,,,,,,,,,2,5,2,2,3,012000,00000,02,000000,2,5,7,000000,2,00000,00000,000000,,3,,,2,1,195,999,1,,6,01,,,,,6,,0,,4,0000000,0012000,002,501,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,573,01,1015841,0039,46,1,1,2,2,2,2,2,2,,2,2,,,000000,040,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,9,000000,2,00000,00000,033300,40,1,52,,1,1,939,999,2,,1,01,6280,019,,,1,487,0,5620,4,0033300,0033300,029,501,002,1,01,47,0,0,0,0,1,0,1,0,,,435081,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,573,02,1015841,0042,49,1,1,2,2,2,2,2,2,,,2,,,000000,020,01,01,2,1,1,3,2,0,1,1,1,1,0,0,0,0,0,0,3,5,3,3,3,000000,00000,01,014200,1,,9,000000,1,00000,00000,072000,40,1,52,,1,1,939,999,2,,1,01,6290,061,,,1,488,0,1550,,0072000,0086200,029,501,002,1,01,47,0,0,0,0,1,0,1,0,,,173020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,573,03,1015841,0040,28,1,5,2,2,2,2,2,2,,,2,,,000000,,,,2,5,1,3,2,0,1,0,0,0,0,0,0,0,0,0,2,5,2,2,3,000000,00000,02,000000,1,,11,000000,1,00000,00000,000000,,2,,,2,1,939,999,2,,6,01,9770,,,,6,928110P4,0,9830,,0000000,0000000,029,501,,1,01,47,0,0,0,0,1,0,1,0,,,559830,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,734,01,1015841,0033,42,1,1,2,2,2,2,2,2,,,2,,,000250,015,01,01,2,1,3,3,2,1,1,1,0,0,0,0,0,0,0,0,3,5,3,3,3,004200,00000,00,009800,1,,11,000000,1,00000,00000,012400,40,1,40,,1,2,082,021,2,,1,01,4880,025,,051,1,44413,0,4760,,0012400,0026650,009,213,002,1,01,47,0,0,0,0,1,0,1,0,,,412031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,734,02,1015841,0034,34,5,1,2,2,2,2,2,2,1,2,2,,,000020,,,,1,1,3,5,,,,,,,,,,,,,3,1,2,1,2,000000,00000,01,000000,1,,9,000000,2,00000,00000,000000,,2,,1998,2,1,720,999,2,,3,01,8680,,742,051,1,722Z,0,4110,4,0000000,0000020,233,213,,6,42,15,0,1,0,0,1,0,0,0,,,353031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,767,01,1015841,0035,45,1,4,2,2,2,2,2,2,,2,2,,,003100,005,01,01,2,3,1,5,,,,,,,,,,,,,2,5,2,2,2,000000,00000,00,000000,1,,14,000000,2,00000,00000,054000,38,1,52,,1,1,032,999,2,,1,01,9370,052,,,4,9211MP,0,0430,2,0054000,0057100,017,393,002,1,01,47,0,0,0,0,1,0,1,0,,,119199,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
02,P,02000,767,02,1015841,0042,18,1,1,2,2,2,2,2,2,,,2,,,001100,,,,2,5,1,5,,,,,,,,,,,,,2,3,2,2,3,000000,00000,02,000000,2,5,7,000000,1,00000,00000,000500,20,1,12,,2,2,032,084,2,,6,01,6280,,,,6,487,0,9610,,0000500,0001600,002,393,,1,01,47,0,0,0,0,1,0,1,0,,,537061,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,767,03,1015841,0050,14,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,4,4,,2,,,,,,,,2,2,032,084,2,7,,01,,,,,,,1,,,,,002,393,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,1129,01,1015841,0095,57,1,4,2,1,2,2,2,2,,,2,,,000000,002,01,01,2,1,3,5,,,,,,,,,,,,,3,5,3,3,3,000920,00000,00,000000,2,6,11,000000,2,00000,00000,026000,40,1,52,,1,2,050,022,1,,1,01,7870,025,,002,2,611M1,0,6350,2,0026000,0026920,017,252,002,1,01,47,0,0,0,0,1,0,1,0,,,472111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,1129,03,1015841,0145,19,1,1,2,2,2,2,2,2,,,2,,,000000,,,,2,5,3,5,,,,,,,,,,,,,2,1,2,1,3,000930,00000,02,000000,2,6,11,000000,1,00000,00000,002000,40,1,12,,2,4,999,999,2,,3,01,8680,,,002,6,722Z,0,9130,,0002000,0002930,002,252,,1,01,47,0,0,0,0,1,0,1,0,,,533030,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
03,P,02000,1129,02,1015841,0124,16,1,3,2,2,2,2,2,2,,2,2,,,000000,008,01,01,2,5,3,,,,,,,,,,,,,,3,5,3,3,3,000920,00000,02,000000,2,5,7,000000,2,00000,00000,000580,04,1,16,,1,2,050,022,2,7,1,01,8680,133,,002,6,722Z,1,4030,4,0000580,0001500,002,252,002,1,01,47,0,0,0,0,1,0,1,1,,,352021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
04,P,02000,1129,04,1015841,0102,79,1,,2,1,2,1,2,2,,,1,,2,000000,,,,2,2,3,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,04,012000,1,,9,000000,2,00000,06400,000000,,3,,,2,2,050,022,1,,6,01,,,,002,3,,0,,4,0000000,0018400,006,252,,1,01,47,0,0,0,0,1,0,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
01,P,02000,1139,01,1015841,0050,54,4,1,2,2,2,1,2,2,1,,2,,,001500,001,,10,1,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,1,,13,000000,1,00000,00000,060000,56,1,36,1987,1,1,740,999,1,,1,01,0770,043,723,,1,23,0,0220,,0060000,0061500,215,410,002,6,45,12,0,1,0,0,1,0,0,0,,,119021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,1139,02,1015841,0034,42,5,1,2,2,2,2,2,2,2,2,2,,,001500,015,01,01,1,1,1,5,,,,,,,,,,,,,2,5,2,2,2,000000,00000,01,000000,1,,12,000000,2,00000,00000,013000,25,1,49,1986,1,1,740,999,2,,1,01,8680,067,723,,1,722Z,0,4110,2,0013000,0014500,215,410,002,6,45,12,0,1,0,0,1,0,0,0,,,353031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,1139,03,1015841,0021,17,1,,2,2,2,2,2,2,1,,2,,,001100,,,,1,5,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,02,000000,2,5,7,000000,1,00000,00000,000000,,3,,,,1,740,999,2,1,6,01,,,723,,6,,1,,,0000000,0001100,002,410,,6,45,12,0,1,0,0,1,0,0,1,,,,,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0
04,P,02000,1139,04,1015841,0036,11,1,,2,2,,2,2,,1,,,,,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,4,3,,2,,,,,,,,,1,740,999,2,1,,01,,,723,,,,1,,,,,002,410,,6,45,12,0,1,0,0,1,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,1256,01,1015841,0033,65,1,3,2,2,2,1,2,2,,,2,,,010200,,,,2,3,1,5,,,,,,,,,,,,,2,1,2,3,2,000000,00000,00,028100,1,,12,000000,2,00000,02300,000000,,2,,,2,2,032,050,1,,6,01,0570,,,,4,2211P,0,5000,4,0000000,0040600,024,460,,1,01,47,0,0,0,0,1,0,1,0,,,431011,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,1349,01,1015841,0044,62,1,1,2,2,2,2,2,2,,,2,,,000000,006,01,01,2,3,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,00,000000,1,,11,006000,2,00000,00000,046000,40,1,52,,1,1,032,999,2,,1,01,6680,042,,,4,5171,0,5820,4,0052000,0052000,046,501,002,1,01,47,0,0,0,0,1,0,1,0,,,439022,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,1692,01,1015841,0048,48,1,2,2,2,2,2,2,2,,2,2,,,000030,020,01,01,2,1,1,3,2,0,1,1,1,0,0,0,0,0,0,0,3,5,3,3,3,001300,00000,00,000000,1,,14,000000,2,00000,00000,005800,18,1,10,,1,1,939,999,2,,1,01,8190,067,,,1,622,0,3130,2,0005800,0007130,036,422,002,1,01,47,0,0,0,0,1,0,1,0,,,291111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0
02,P,02000,1692,02,1015841,0044,48,1,1,2,2,2,2,2,2,,,2,,,000000,015,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,001100,00000,01,000000,1,,13,000000,1,00000,00000,071000,40,1,50,,1,1,939,999,2,,1,01,7290,055,,,1,5413,0,1960,,0071000,0072100,034,422,002,1,01,47,0,0,0,0,1,0,1,0,,,1940XX,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
03,P,02000,1692,03,1015841,0044,10,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,4,4,,2,,,,,,,,,1,939,999,2,1,,01,,,,,,,1,,,,,002,422,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,P,02000,1692,04,1015841,0061,08,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,3,2,,1,,,,,,,,,1,939,999,2,1,,01,,,,,,,1,,,,,020,422,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,1861,01,1015841,0105,51,1,4,2,2,2,1,2,2,,,2,,,000000,,,,2,1,1,3,2,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,2,008400,00000,00,015000,1,,11,000000,1,00000,00000,030600,84,1,12,,2,1,902,999,1,,3,01,9370,,,,1,9211MP,0,4010,,0030600,0054000,022,501,,2,02,37,0,0,1,0,1,0,0,0,,,351012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,1861,02,1015841,0043,50,1,4,2,2,2,2,2,2,,2,2,,,000000,015,01,01,2,1,1,5,,,,,,,,,,,,,2,5,2,2,3,000000,00000,01,000000,1,,9,000000,2,00000,00000,035000,38,1,52,,1,1,902,999,2,,1,01,9390,043,,,1,92119,0,5360,4,0035000,0035000,022,501,002,2,02,37,0,0,1,0,1,0,0,0,,,434161,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,2279,01,1015841,0042,45,1,1,2,2,1,1,1,1,1,,1,,2,001200,,,,1,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,5,2,3,3,000000,00000,00,001200,1,,11,000000,1,00000,00000,068000,50,1,44,,2,1,088,999,1,,2,01,7680,,625,,1,5616,0,3920,,0068000,0070400,030,408,,1,01,47,0,0,0,0,1,0,1,0,,,339030,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,2279,02,1015841,0033,45,1,2,2,2,2,2,2,2,1,2,1,,2,001200,015,01,01,1,1,1,5,,,,,,,,,,,,,2,5,2,2,2,000000,00000,01,000000,1,,10,000000,2,00000,00000,028000,40,1,52,,1,1,050,999,2,,1,01,8370,058,625,,1,6241,0,2150,4,0028000,0029200,048,408,002,1,01,47,0,0,0,0,1,0,1,0,,,232090,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,2279,04,1015841,0048,31,1,2,2,2,2,2,2,2,,1,2,,,000000,,,,2,4,3,5,,,,,,,,,,,,,2,1,2,1,3,000000,10800,02,000000,1,,9,000000,2,00000,00000,000480,40,1,02,,2,1,087,999,2,,3,01,8370,,,002,5,6241,0,4610,4,0000480,0011280,002,408,,1,01,47,0,0,0,0,1,0,1,0,1,3,399021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,P,02000,2279,03,1015841,0087,21,1,1,2,2,2,2,2,2,1,,2,,,001100,015,02,01,1,5,1,5,,,,,,,,,,,,,2,1,2,1,3,000000,00000,02,000000,1,,9,000000,1,00000,00000,008000,40,1,26,,1,1,087,999,2,,1,01,5090,154,625,,6,447,0,9360,,0008000,0009100,002,408,002,1,01,47,0,0,0,0,1,0,1,0,,,536031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05,P,02000,2279,05,1015841,0039,06,1,,2,2,,2,2,,,,,,,,,,,2,5,3,,,,,,,,,,,,,,,,,,,,,05,,2,3,2,,1,,,,,,,,,1,195,999,2,7,,01,,,,002,,,0,,,,,002,408,,1,01,47,0,0,0,0,1,0,1,1,1,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06,P,02000,2279,06,1015841,0041,03,1,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,05,,2,1,1,,2,,,,,,,,,1,195,999,,7,,01,,,,,,,0,,,,,002,408,,1,01,47,0,0,0,0,1,0,1,1,1,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07,P,02000,2279,07,1015841,0041,00,1,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,05,,,,,,2,,,,,,,,,1,195,999,,7,,01,,,,,,,0,,,,,002,408,,1,01,47,0,0,0,0,1,0,1,1,1,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,2402,01,1015841,0033,55,1,1,2,2,2,2,2,2,,,2,,,012000,020,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,13,000000,1,00000,00000,151000,40,1,52,,1,1,051,999,2,,1,01,6870,049,,,1,52M1,0,0120,,0151000,0163000,034,501,002,1,01,47,0,0,0,0,1,0,1,0,,,113031,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,2402,02,1015841,0034,53,1,4,2,2,2,2,2,2,,,2,,,000000,020,01,01,2,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,14,000000,2,00000,00000,030000,20,1,30,,1,1,022,999,2,,1,01,7870,055,,,1,611M1,0,0220,4,0030000,0030000,008,501,002,1,01,47,0,0,0,0,1,0,1,0,,,119021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,2411,01,1015841,0033,42,1,1,2,2,2,2,2,2,,2,2,,,000000,,,,2,5,1,5,,,,,,,,,,,,,1,5,2,3,3,004800,00000,00,000000,1,,11,000000,2,00000,00000,050000,40,1,52,,2,1,032,999,2,,2,01,7670,,,,6,5615,0,0020,1,0050000,0054800,055,432,,1,01,47,0,0,0,0,1,0,1,0,,,111021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,2411,02,1015841,0048,04,1,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,1,1,,1,,,,,,,,,4,999,999,,7,,01,,,,,,,1,,,,,002,432,,1,01,47,0,0,0,0,1,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,2575,01,1015841,0066,56,1,2,2,2,2,2,2,2,,,2,,,001100,011,01,01,2,3,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,9,-01773,2,00000,00000,007900,63,1,52,,1,2,032,026,2,,1,01,8560,061,,,4,711,0,0020,4,0006127,0007227,006,074,002,1,01,47,0,0,0,0,1,0,1,0,,,111021,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01,P,02000,2666,01,1015841,0121,49,3,2,2,2,2,2,2,2,1,,2,,,001100,020,01,01,1,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,00,000000,1,,13,000000,1,00000,00000,032000,40,1,52,1976,1,2,087,291,2,,1,01,8190,121,742,,1,622,0,3530,,0032000,0033100,233,307,002,9,65,59,0,1,0,0,2,0,1,0,,,292090,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,P,02000,2666,02,1015841,0155,37,4,1,2,2,2,2,2,2,1,2,2,,,001100,020,01,01,1,1,1,5,,,,,,,,,,,,,3,5,3,3,3,000000,00000,01,000000,1,,13,000000,2,00000,00000,034000,40,1,52,1990,1,2,200,720,2,,1,01,8090,049,742,,1,6214,0,3130,3,0034000,0035100,233,307,002,6,42,15,0,1,0,0,1,0,0,0,,,291111,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03,P,02000,2666,03,1015841,0128,11,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,4,3,,2,,,,,,,,,1,720,999,2,1,,01,,,,,,,1,,,,,002,307,,9,65,59,0,1,0,0,2,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04,P,02000,2666,04,1015841,0128,09,1,,2,2,,2,2,,,,,,,,,,,2,5,1,,,,,,,,,,,,,,,,,,,,,02,,2,3,2,,1,,,,,,,,,1,720,999,2,1,,01,,,,,,,1,,,,,002,307,,9,65,59,0,1,0,0,2,0,1,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
