RT,PUMA,SERIALNO,SPORDER,ADJUST,PWGTP,AGEP,CIT,COW,DDRS,DEYE,DOUT,DPHY,DREM,DWRK,ENG,FER,GCL,GCM,GCR,INTP,JWMN,JWRIP,JWTR,LANX,MAR,MIG,MIL,MILY,MLPA,MLPB,MLPC,MLPD,MLPE,MLPF,MLPG,MLPH,MLPI,NWAB,NWAV,NWLA,NWLK,NWRE,OIP,PAP,REL,RETP,SCH,SCHG,SCHL,SEMP,SEX,SSIP,SSP,WAGP,WKHP,WKL,WKW,YOEP,UWRK,ANC,ANC1P,ANC2P,DS,ESP,ESR,HISP,INDP,JWDP,LANP,MIGSP,MSP,NAICSP,OC,OCCP,PAOC,PERNP,PINCP,POBP,POVPIP,POWSP,RAC1P,RAC2P,RAC3P,RACAIAN,RACASN,RACBLK,RACNHPI,RACNUM,RACSOR,RACWHT,RC,SFN,SFR,SOCP,VPS,FAGEP,FANCP,FCITP,FCOWP,FDDRSP,FDEYEP,FDOUTP,FDPHYP,FDREMP,FDWRKP,FENGP,FESRP,FFERP,FGCLP,FGCMP,FGCRP,FHISP,FINDP,FINTP,FJWDP,FJWMNP,FJWRIP,FJWTRP,FLANP,FLANXP,FMARP,FMIGP,FMIGSP,FMILPP,FMILSP,FMILYP,FOCCP,FOIP,FPAP,FPOBP,FPOWSP,FRACP,FRELP,FRETP,FSCHGP,FSCHLP,FSCHP,FSEMP,FSEXP,FSSIP,FSSP,FWAGP,FWKHP,FWKLP,FWKWP,FYOEP
P,00002,67864,04,1009555,0048,12,1, ,2,2, ,2,1, , , , , , ,,,, ,2,5,1, , , , , , , , , , , , , , , , ,,,02,,2,4,3,,1,,,,, ,,,2,2,018,014,1,1, ,01, , , , , , ,1, , ,,,048,218, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,67864,05,1009555,0048,11,1, ,2,2, ,2,1, , , , , , ,,,, ,2,5,1, , , , , , , , , , , , , , , , ,,,02,,2,3,2,,1,,,,, ,,, ,2,018,014,1,1, ,01, , , , , , ,1, , ,,,048,218, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,67864,06,1009555,0032,02,1, , , , , , , , , , , , ,,,, , ,5,1, , , , , , , , , , , , , , , , ,,,05,, , , ,,2,,,,, ,,, ,2,018,014, ,8, ,01, , , , , , ,0, , ,,,002,218, ,1,01,47,0,0,0,0,1,0,1,1,1,5, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,68022,01,1009555,0232,52,1,6,2,2,2,2,2,2, , ,2, , ,001900,,,11,2,3,1,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,1, ,16,030000,1,00000,00000,000000,50,1,26,,1,2,011,019,2, ,1,01,866, , , ,4,7211,0,454, ,0030000,0031900,033,176,02,1,01,47,0,0,0,0,1,0,1,0, , ,396020, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,68022,02,1009555,0213,10,3, ,2,2, ,2,2, , , , , , ,,,, ,2,5,1, , , , , , , , , , , , , , , , ,,,02,,2,3,2,,1,,,,, ,,1992, ,1,011,207,2,5, ,01, , , , , , ,1, , ,,,141,176, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,68022,03,1009555,0213,07,3, ,2,2, ,2,2, , , , , , ,,,, ,2,5,1, , , , , , , , , , , , , , , , ,,,02,,2,3,2,,1,,,,, ,,1994, ,1,011,207,2,5, ,01, , , , , , ,1, , ,,,141,176, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,68022,04,1009555,0161,04,3, , , , , , , , , , , , ,,,, , ,5,1, , , , , , , , , , , , , , , , ,,,02,,1, ,2,,2,,,,, ,,1997, ,1,011,207, ,5, ,01, , , , , , ,1, , ,,,141,176, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,68022,05,1009555,0189,38,1,7,2,2,2,2,2,2, ,2,2, , ,001900,010,01,01,2,5,1,4, , , , , , , , , , , , , , , ,000000,00000,10,000000,1, ,9,000000,2,00000,00000,016000,50,1,40,,1,2,011,018,2, ,1,01,558,067, , ,6,4539,0,470,4,0016000,0017900,016,193,02,1,01,47,0,0,0,0,1,0,1,0, , ,411011, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P,00002,68247,01,1009555,0050,34,1,2,2,2,2,2,2,2, ,2,2, , ,001900,020,01,01,2,1,1,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,1, ,13,000000,2,00000,00000,024000,40,1,52,,1,2,011,014,2, ,1,01,746,061, , ,1,5417,0,500,1,0024000,0025900,036,327,02,1,01,47,0,0,0,0,1,0,1,0, , ,431011, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,68247,02,1009555,0066,34,1,2,2,2,2,2,2,2, , ,2, , ,001900,020,01,01,2,1,1,4, , , , , , , , , , , , , , , ,000000,00000,01,000000,2,7,13,000000,1,00000,00000,019000,40,1,52,,1,2,018,043,2, ,1,01,746,049, , ,1,5417,0,196, ,0019000,0020900,036,327,02,1,01,47,0,0,0,0,1,0,1,0, , ,1940XX, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,68247,03,1009555,0043,01,1, , , , , , , , , , , , ,,,, , ,5,1, , , , , , , , , , , , , , , , ,,,02,, , , ,,2,,,,, ,,, ,1,059,207, ,1, ,01, , , , , , ,1, , ,,,002,327, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,68297,01,1009555,0041,46,1,5,2,2,2,2,2,2, ,2,2, , ,001900,010,01,01,2,5,1,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,1, ,12,000000,2,00000,00000,039700,40,1,52,,1,2,011,014,2, ,1,01,729,053, , ,6,5413,0,155,4,0039700,0041600,023,445,02,1,01,47,0,0,0,0,1,0,1,0, , ,173020, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P,00002,68545,01,1009555,0034,41,1,5,2,2,2,2,2,2, , ,2, , ,000000,015,01,01,2,1,1,1,2,1,1,0,0,0,0,0,0,0,2, ,2,2,2,000000,00000,00,000000,2,7,13,000000,1,00000,00000,070000,50,1,52,,1,1,018,207,2, ,4,01,967,043, , ,1,928110P1,0,043, ,0070000,0070000,005,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,119199,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,68545,02,1009555,0036,38,1,1,2,2,2,2,2,2, ,2,2, , ,000000,020,01,01,2,1,1,4, , , , , , , , , , , , , , , ,000000,00000,01,000000,1, ,11,000000,2,00000,00000,018000,40,1,52,,1,1,047,207,2, ,1,01,687,049, , ,1,52M1,0,516,2,0018000,0018000,041,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,433071, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,68545,03,1009555,0075,16,1,1,2,2,2,2,2,2, ,2,2, , ,000000,020,02,01,2,5,1, , , , , , , , , , , , , , , , ,000000,00000,02,000000,2,5,5,000000,2,00000,00000,000250,10,1,05,,1,1,018,207,2,1,1,01,517,124, , ,6,448ZM,1,472,4,0000250,0000250,005,501,02,1,01,47,0,0,0,0,1,0,1,1, , ,412010, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,68737,01,1009555,0225,78,1, ,2,1,1,1,2,1, , ,2, , ,004500,,, ,2,2,1,4, , , , , , , , , , ,2, ,2,2, ,000000,05000,00,000000,1, ,5,000000,2,00000,06600,000000,,3,,,2,1,194,207,1, ,6,01, , , , ,3, ,0, ,4,0000000,0016100,002,187, ,4,35,32,1,0,0,0,1,0,0,0, , , , ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,69091,01,1009555,0041,54,1,3,2,2,2,1,2,2, , ,2, , ,000050,010,01,01,2,5,1,2,2,0,0,0,0,1,1,0,0,0, , , , , ,007800,00000,00,000000,1, ,9,000000,1,00000,00000,064000,40,1,52,,1,4,207,207,1, ,1,01,937,067, , ,6,9211MP,0,632, ,0064000,0071850,023,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,47207X,8,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
P,00002,69245,01,1009555,0039,47,1,1,2,2,2,2,2,2,1,2,2, , ,000000,015,01,01,1,1,1,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,1, ,11,000000,2,00000,00000,080000,40,1,52,,1,1,050,207,2, ,1,01,447,049,030, ,1,4224,0,005,4,0080000,0080000,027,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,112020, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,69245,02,1009555,0053,35,1,1,2,2,2,2,2,2, , ,2, , ,000000,020,01,01,2,1,1,4, , , , , , , , , , , , , , , ,000000,00000,01,000000,1, ,11,000000,1,00000,00000,027000,40,1,44,,1,1,064,207,2, ,1,02,487,064, , ,1,4441Z,0,476, ,0027000,0027000,005,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,412031, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,69584,01,1009555,0047,46,1,6,2,2,2,2,2,2, ,2,2, , ,001300,020,01,01,2,3,1,4, , , , , , , , , , , , , , , ,014100,00000,00,000000,1, ,9,012000,2,00000,00000,000000,10,1,40,,1,2,047,053,2, ,1,01,569,131, , ,4,45439,0,495,4,0012000,0027400,002,295,02,1,01,47,0,0,0,0,1,0,1,0, , ,419091, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,69644,01,1009555,0031,23,1,1,2,2,2,2,2,2, , ,2, , ,001800,005,01,01,2,5,1,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,1, ,10,000000,1,00000,00000,040000,40,1,52,,1,2,014,093,2, ,1,01,668,053, , ,6,51331,0,484, ,0040000,0041800,002,340,02,1,01,47,0,0,0,0,1,0,1,0, , ,413099, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,69644,02,1009555,0047,03,1, , , , , , , , , , , , ,,,, , ,5,1, , , , , , , , , , , , , , , , ,,,02,,1, ,1,,2,,,,, ,,, ,1,196,207, ,5, ,01, , , , , , ,1, , ,,,002,340, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,69644,03,1009555,0031,20,1,1,2,2,2,2,2,2, ,2,2, , ,001800,010,01,01,2,5,1,4, , , , , , , , , , , , , , , ,000000,00000,10,000000,1, ,9,000000,2,00000,00000,020000,32,1,52,,1,1,196,207,2, ,1,01,797,052, , ,6,6211,0,540,4,0020000,0021800,002,235,02,1,01,47,0,0,0,0,1,0,1,0, , ,434171, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,69739,01,1009555,0131,58,1,4,2,2,2,2,2,2, , ,2, , ,001900,010,01,01,2,3,1,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,1, ,14,000000,2,00000,00000,068000,50,1,50,,1,2,009,011,2, ,1,01,787,079, , ,4,611M1,0,220,4,0068000,0069900,014,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,251000, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,70132,01,1009555,0040,75,1, ,2,2,2,2,2,2, , ,2, , ,009500,,, ,2,2,1,4, , , , , , , , , , ,2, ,2,2, ,000000,00000,00,042800,1, ,10,000000,2,00000,07900,000000,,3,,,2,1,196,207,2, ,6,01, , , , ,3, ,0, ,4,0000000,0060200,034,501, ,1,01,47,0,0,0,0,1,0,1,0, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,70414,01,1009555,0180,26,1, ,1,1,1,1,1,1, ,2,2, , ,001300,,, ,2,5,1,4, , , , , , , , , , ,2, ,2,2, ,000000,00000,00,000600,3,7,13,000000,2,00000,03200,000000,,3,,,2,4,207,207,1, ,6,01, , , , ,6, ,0, ,4,0000000,0005100,002,054, ,1,01,47,0,0,0,0,1,0,1,0, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0
P,00002,70486,01,1009555,0064,44,1,1,2,2,2,2,2,2, , ,2, , ,000000,060,,12,2,1,1,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,1, ,13,000000,1,00000,00000,014400,75,1,10,,1,1,011,207,2, ,1,01,398,019, , ,1,3399ZM,0,001, ,0014400,0014400,005,126,02,1,01,47,0,0,0,0,1,0,1,0, , ,111011, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P,00002,70486,02,1009555,0086,45,1,5,2,2,2,2,2,2, ,2,2, , ,000000,,, ,2,1,1,4, , , , , , , , , , ,2, ,2,2, ,000000,00000,01,000000,1, ,13,000000,2,00000,00000,000750,20,1,04,,2,2,023,016,2, ,6,01,637, , , ,1,491,0,524,4,0000750,0000750,005,126, ,1,01,47,0,0,0,0,1,0,1,0, , ,434051, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
P,00002,70635,01,1009555,0096,60,1, ,2,2,2,2,2,2, , ,2, , ,020000,,, ,2,3,3,4, , , , , , , , , , ,2, ,2,2, ,000000,00000,00,018000,2,7,13,000000,2,00000,00000,000000,,3,,,2,2,018,011,2, ,6,01, , , ,002,4, ,0, ,4,0000000,0038000,012,408, ,1,01,47,0,0,0,0,1,0,1,0, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,70635,02,1009555,0063,71,1, ,2,2,2,2,2,2, , ,2, , ,035000,,, ,2,2,3,4, , , , , , , , , , ,2, ,2,2, ,000000,00000,10,026000,1, ,15,000000,1,00000,00000,000000,,3,,,2,1,059,207,2, ,6,01, , , ,002,3, ,0, , ,0000000,0061000,023,501, ,1,01,47,0,0,0,0,1,0,1,0, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,71415,01,1009555,0058,57,1,5,2,2,2,2,2,2, , ,1, ,2,000000,030,01,01,2,5,1,2,2,0,0,0,1,0,0,0,0,0, , , , , ,000000,00000,00,000000,1, ,12,000000,2,00000,00000,049000,49,1,52,,1,1,186,207,2, ,1,01,637,031, , ,6,491,0,700,4,0049000,0049000,005,437,02,2,02,37,0,0,1,0,1,0,0,0, , ,491011,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,71415,02,1009555,0058,79,1,3,2,2,1,1,2,1, , ,2, , ,000000,,, ,2,2,1,4, , , , , , , , , , ,2, ,2,2, ,003000,00000,04,004500,1, ,11,000000,2,00000,06000,000000,,2,,,2,1,186,207,1, ,6,01,837, , , ,3,6241,0,201,4,0000000,0013500,026,437, ,2,02,37,0,0,1,0,1,0,0,0, , ,211020, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,71415,03,1009555,0049,07,1, ,2,2, ,2,2, , , , , , ,,,, ,2,5,1, , , , , , , , , , , , , , , , ,,,05,,2,3,2,,2,,,,, ,,, ,1,186,207,2, , ,01, , , , , , ,0, , ,,,002,437, ,2,02,37,0,0,1,0,1,0,0,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,71430,01,1009555,0041,54,1,1,2,2,2,2,2,2, , ,2, , ,000360,010,01,01,2,1,1,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,1, ,9,000000,1,00000,00000,067000,50,1,52,,1,1,011,207,2, ,1,01,467,034, , ,1,4411,0,470, ,0067000,0067360,014,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,411011, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,71430,02,1009555,0041,57,1,3,2,2,2,2,2,2, , ,2, , ,000000,003,,10,2,1,1,4, , , , , , , , , , , , , , , ,000000,00000,01,000000,1, ,10,000000,2,00000,00000,012500,30,1,25,,1,1,026,207,2, ,1,01,786,061, , ,1,6111,0,254,4,0012500,0012500,014,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,259041, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
P,00002,71555,01,1009555,0043,44,1,6,2,2,2,2,2,2, ,2,2, , ,000000,,, ,2,1,1,4, , , , , , , , , , ,2, ,2,2, ,000000,00000,00,000000,1, ,13,-06952,2,00000,00000,000000,20,1,44,,2,1,026,207,2, ,6,01,789, , , ,1,611M3,0,255,2,-006952,-006952,012,389, ,1,01,47,0,0,0,0,1,0,1,0, , ,2590XX, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,71555,02,1009555,0042,45,1,1,2,2,2,2,2,2, , ,2, , ,005000,005,01,01,2,1,1,4, , , , , , , , , , , , , , , ,000000,00000,01,000000,1, ,13,000000,1,00000,00000,072000,45,1,47,,1,1,027,207,2, ,1,01,739,055, , ,1,5416,0,071, ,0072000,0077000,002,389,02,1,01,47,0,0,0,0,1,0,1,0, , ,131111, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,71555,03,1009555,0041,11,1, ,2,2, ,2,2, , , , , , ,,,, ,2,5,1, , , , , , , , , , , , , , , , ,,,02,,3,4,2,,1,,,,, ,,, ,2,027,026,2,2, ,01, , , , , , ,1, , ,,,002,389, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,71555,04,1009555,0049,08,1, ,2,2, ,2,2, , , , , , ,,,, ,2,5,1, , , , , , , , , , , , , , , , ,,,02,,3,3,2,,2,,,,, ,,, ,2,027,026,2,2, ,01, , , , , , ,1, , ,,,002,389, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,71610,01,1009555,0108,23,1,4,2,1,1,1,2,2, , ,2, , ,001900,015,01,01,2,5,1,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,2,6,11,000000,1,00000,00000,019000,37,1,52,,1,1,029,207,1, ,1,01,957,046, , ,6,92M2,0,155, ,0019000,0020900,002,226,02,1,01,47,0,0,0,0,1,0,1,0, , ,173020, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,71610,02,1009555,0107,22,1,1,2,2,2,2,2,2, ,2,2, , ,001900,015,01,01,2,5,1,4, , , , , , , , , , , , , , , ,000000,00000,10,000000,2,6,11,000000,2,00000,00000,025000,35,1,52,,1,1,194,207,2, ,1,01,729,052, , ,6,5413,0,154,4,0025000,0026900,002,292,02,1,01,47,0,0,0,0,1,0,1,0, , ,173010, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,71790,01,1009555,0046,28,1,1,2,2,2,1,2,2, , ,2, , ,000000,,, ,2,5,1,4, , , , , , , , , , ,2, ,2,2, ,000000,00000,00,012000,1, ,12,000000,1,00000,00000,048000,40,1,16,,2,1,026,207,1, ,6,01,707, , , ,6,531,0,861, ,0048000,0060000,002,418, ,1,01,47,0,0,0,0,1,0,1,0, , ,518021, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,71790,02,1009555,0058,04,1, , , , , , , , , , , , ,,,, , ,5,1, , , , , , , , , , , , , , , , ,,,02,,1, ,1,,1,,,,, ,,, ,1,204,207, ,6, ,01, , , , , , ,1, , ,,,002,418, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,71790,03,1009555,0057,01,1, , , , , , , , , , , , ,,,, , ,5,1, , , , , , , , , , , , , , , , ,,,02,, , , ,,1,,,,, ,,, ,1,204,207, ,6, ,01, , , , , , ,1, , ,,,002,418, ,1,01,47,0,0,0,0,1,0,1,1, , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,71790,04,1009555,0035,23,3,1,2,2,2,2,2,2, ,2,2, , ,000000,005,01,01,2,5,1,4, , , , , , , , , , , , , , , ,000000,00000,10,000000,1, ,11,000000,2,00000,00000,009600,40,1,48,1979,1,1,167,207,2, ,1,01,899,076, , ,6,8121M,0,452,4,0009600,0009600,103,103,02,9,65,55,0,1,0,0,2,0,1,0, , ,395090, ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P,00002,71838,01,1009555,0038,46,1,4,2,2,2,2,2,2, , ,2, , ,002000,013,01,01,2,4,1,4, , , , , , , , , , , , , , , ,000000,00000,00,000000,1, ,15,000000,1,00000,00000,092000,38,1,52,,1,2,011,014,2, ,1,01,947,055, , ,5,92MP,0,210, ,0092000,0094000,022,501,02,1,01,47,0,0,0,0,1,0,1,0, , ,231011, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
